x1,x2,operacion,resultado
32,1,-,31.0
97,71,-,26.0
62,72,+,134.0
97,79,-,18.0
1,90,/,0.011111111111111112
20,61,/,0.32786885245901637
10,77,-,-67.0
61,2,-,59.0
59,34,+,93.0
67,82,/,0.8170731707317073
60,55,/,1.0909090909090908
27,91,+,118.0
38,90,-,-52.0
6,49,/,0.12244897959183673
88,49,*,4312.0
63,27,/,2.3333333333333335
15,54,/,0.2777777777777778
45,60,/,0.75
20,66,*,1320.0
29,35,+,64.0
13,92,-,-79.0
44,62,+,106.0
79,71,+,150.0
36,24,*,864.0
72,36,/,2.0
41,10,+,51.0
52,10,-,42.0
51,73,-,-22.0
70,70,*,4900.0
67,40,-,27.0
87,47,+,134.0
89,80,-,9.0
17,64,-,-47.0
33,72,/,0.4583333333333333
96,59,+,155.0
55,91,*,5005.0
43,34,*,1462.0
86,23,+,109.0
27,47,/,0.574468085106383
92,73,+,165.0
70,94,/,0.7446808510638298
100,82,-,18.0
68,21,-,47.0
76,99,/,0.7676767676767676
14,9,-,5.0
93,63,-,30.0
100,100,/,1.0
49,17,*,833.0
92,58,-,34.0
4,21,+,25.0
6,92,*,552.0
7,80,*,560.0
5,7,+,12.0
64,60,/,1.0666666666666667
34,57,/,0.5964912280701754
97,5,*,485.0
32,2,*,64.0
69,93,/,0.7419354838709677
4,14,/,0.2857142857142857
77,84,+,161.0
15,68,-,-53.0
89,26,+,115.0
16,33,-,-17.0
52,19,*,988.0
33,14,/,2.357142857142857
9,63,/,0.14285714285714285
52,87,*,4524.0
83,50,-,33.0
22,21,-,1.0
25,46,+,71.0
98,22,+,120.0
24,87,/,0.27586206896551724
47,17,*,799.0
9,34,-,-25.0
38,21,*,798.0
88,59,/,1.4915254237288136
66,63,+,129.0
88,98,-,-10.0
39,53,*,2067.0
5,9,+,14.0
12,20,-,-8.0
12,48,+,60.0
72,81,*,5832.0
87,87,*,7569.0
95,95,/,1.0
92,73,-,19.0
8,69,-,-61.0
3,71,*,213.0
80,16,+,96.0
15,95,*,1425.0
57,23,*,1311.0
41,46,+,87.0
4,75,-,-71.0
26,86,+,112.0
70,79,+,149.0
56,30,+,86.0
5,56,+,61.0
97,51,+,148.0
57,55,-,2.0
4,34,/,0.11764705882352941
53,22,+,75.0
58,13,-,45.0
95,53,*,5035.0
39,71,-,-32.0
82,33,*,2706.0
74,76,+,150.0
46,9,-,37.0
23,8,+,31.0
83,88,-,-5.0
99,49,-,50.0
17,40,/,0.425
33,56,+,89.0
29,11,/,2.6363636363636362
45,41,-,4.0
71,9,+,80.0
60,47,*,2820.0
22,90,/,0.24444444444444444
26,86,*,2236.0
65,69,*,4485.0
18,50,+,68.0
98,43,-,55.0
15,10,/,1.5
10,77,*,770.0
64,50,+,114.0
17,11,*,187.0
64,87,*,5568.0
51,87,*,4437.0
85,7,/,12.142857142857142
90,87,*,7830.0
7,38,-,-31.0
19,8,+,27.0
51,80,*,4080.0
48,53,/,0.9056603773584906
20,80,*,1600.0
72,71,*,5112.0
74,19,*,1406.0
2,76,+,78.0
66,6,*,396.0
55,53,/,1.0377358490566038
76,51,-,25.0
95,43,*,4085.0
66,86,-,-20.0
80,25,+,105.0
8,77,*,616.0
12,47,/,0.2553191489361702
15,1,+,16.0
21,56,-,-35.0
15,87,*,1305.0
74,12,-,62.0
97,29,/,3.3448275862068964
45,13,/,3.4615384615384617
1,55,+,56.0
22,84,*,1848.0
38,63,-,-25.0
43,1,-,42.0
44,6,*,264.0
57,48,-,9.0
49,3,/,16.333333333333332
86,46,+,132.0
1,20,/,0.05
83,33,/,2.515151515151515
49,40,*,1960.0
70,94,+,164.0
62,38,-,24.0
98,46,*,4508.0
67,21,+,88.0
18,72,/,0.25
47,82,-,-35.0
31,55,+,86.0
10,29,+,39.0
48,14,*,672.0
17,80,*,1360.0
83,52,*,4316.0
19,41,-,-22.0
97,6,-,91.0
46,68,-,-22.0
55,63,+,118.0
59,51,+,110.0
95,25,+,120.0
35,39,-,-4.0
59,71,-,-12.0
90,69,*,6210.0
89,35,-,54.0
36,26,+,62.0
65,88,*,5720.0
61,39,*,2379.0
70,87,+,157.0
14,96,-,-82.0
75,11,+,86.0
90,28,-,62.0
38,42,+,80.0
4,8,*,32.0
14,65,*,910.0
29,27,*,783.0
22,81,-,-59.0
67,79,-,-12.0
51,100,-,-49.0
24,7,/,3.4285714285714284
23,66,-,-43.0
83,69,-,14.0
96,86,-,10.0
48,71,+,119.0
60,65,+,125.0
58,52,-,6.0
30,45,*,1350.0
51,56,-,-5.0
74,89,-,-15.0
3,6,+,9.0
13,86,-,-73.0
48,87,*,4176.0
24,70,-,-46.0
23,26,/,0.8846153846153846
75,73,/,1.0273972602739727
69,32,/,2.15625
42,97,+,139.0
52,41,*,2132.0
14,76,+,90.0
74,70,+,144.0
68,7,/,9.714285714285714
34,79,+,113.0
19,35,-,-16.0
45,22,/,2.0454545454545454
55,75,-,-20.0
42,94,-,-52.0
97,85,+,182.0
26,5,-,21.0
66,98,-,-32.0
84,16,*,1344.0
79,23,+,102.0
49,47,*,2303.0
9,23,+,32.0
53,73,-,-20.0
54,1,-,53.0
81,6,*,486.0
70,27,+,97.0
73,19,+,92.0
8,53,+,61.0
85,79,*,6715.0
13,67,*,871.0
72,30,/,2.4
99,34,+,133.0
77,38,+,115.0
68,51,+,119.0
38,100,/,0.38
75,37,-,38.0
22,44,+,66.0
66,80,/,0.825
28,67,+,95.0
67,13,/,5.153846153846154
56,67,/,0.835820895522388
26,62,*,1612.0
48,41,/,1.170731707317073
62,96,+,158.0
12,17,/,0.7058823529411765
58,98,/,0.5918367346938775
49,76,*,3724.0
92,81,-,11.0
63,69,/,0.9130434782608695
41,26,/,1.5769230769230769
36,86,*,3096.0
68,72,*,4896.0
49,60,/,0.8166666666666667
27,25,/,1.08
1,50,+,51.0
47,67,-,-20.0
11,12,+,23.0
49,57,+,106.0
71,89,*,6319.0
69,59,-,10.0
79,54,/,1.462962962962963
68,22,/,3.090909090909091
72,63,*,4536.0
30,37,-,-7.0
48,11,*,528.0
6,41,+,47.0
35,93,*,3255.0
100,97,/,1.0309278350515463
45,12,/,3.75
11,83,/,0.13253012048192772
45,8,+,53.0
2,69,*,138.0
85,2,*,170.0
20,74,*,1480.0
38,70,*,2660.0
43,33,+,76.0
83,91,/,0.9120879120879121
68,67,+,135.0
19,71,-,-52.0
74,39,-,35.0
32,31,/,1.032258064516129
33,30,*,990.0
55,58,/,0.9482758620689655
64,79,-,-15.0
27,87,+,114.0
30,44,/,0.6818181818181818
5,98,+,103.0
55,34,*,1870.0
86,25,-,61.0
32,73,-,-41.0
15,36,+,51.0
98,55,-,43.0
56,30,-,26.0
73,6,-,67.0
100,55,*,5500.0
3,36,*,108.0
90,25,-,65.0
66,62,+,128.0
38,41,+,79.0
94,66,*,6204.0
10,36,+,46.0
30,94,-,-64.0
17,42,/,0.40476190476190477
79,32,/,2.46875
68,68,+,136.0
26,39,*,1014.0
44,15,*,660.0
84,13,+,97.0
20,10,*,200.0
50,43,/,1.1627906976744187
76,31,+,107.0
97,63,-,34.0
36,34,-,2.0
91,64,*,5824.0
20,13,+,33.0
72,34,+,106.0
94,61,/,1.540983606557377
62,9,+,71.0
18,20,+,38.0
94,16,*,1504.0
66,30,/,2.2
92,90,/,1.0222222222222221
44,83,+,127.0
99,93,*,9207.0
87,73,+,160.0
28,72,-,-44.0
26,42,/,0.6190476190476191
84,16,+,100.0
72,62,-,10.0
7,81,*,567.0
59,83,-,-24.0
100,85,+,185.0
29,70,+,99.0
4,48,-,-44.0
81,17,+,98.0
21,13,*,273.0
65,46,+,111.0
24,92,*,2208.0
76,30,/,2.533333333333333
32,56,*,1792.0
55,22,-,33.0
70,21,/,3.3333333333333335
48,66,+,114.0
75,30,/,2.5
47,67,-,-20.0
32,94,/,0.3404255319148936
31,39,-,-8.0
45,37,+,82.0
59,84,/,0.7023809523809523
66,49,+,115.0
8,34,+,42.0
47,75,/,0.6266666666666667
5,7,*,35.0
92,99,-,-7.0
100,98,+,198.0
30,29,-,1.0
87,16,-,71.0
13,22,+,35.0
22,90,-,-68.0
57,19,*,1083.0
65,16,+,81.0
67,14,+,81.0
71,94,+,165.0
99,2,/,49.5
10,32,/,0.3125
36,72,*,2592.0
33,78,-,-45.0
69,19,*,1311.0
6,51,-,-45.0
13,12,+,25.0
70,82,-,-12.0
53,74,*,3922.0
26,63,*,1638.0
24,52,+,76.0
2,95,+,97.0
58,21,*,1218.0
13,47,/,0.2765957446808511
7,33,-,-26.0
69,81,-,-12.0
22,51,/,0.43137254901960786
88,61,/,1.4426229508196722
40,27,+,67.0
11,79,+,90.0
32,31,/,1.032258064516129
17,82,-,-65.0
80,81,-,-1.0
89,17,-,72.0
67,44,-,23.0
93,86,+,179.0
55,88,-,-33.0
63,95,/,0.6631578947368421
17,33,-,-16.0
71,23,/,3.0869565217391304
51,82,*,4182.0
27,11,+,38.0
66,28,-,38.0
8,83,+,91.0
29,53,*,1537.0
100,96,/,1.0416666666666667
87,63,-,24.0
16,57,*,912.0
19,71,-,-52.0
1,82,-,-81.0
87,66,+,153.0
72,71,-,1.0
93,2,+,95.0
62,9,*,558.0
13,3,*,39.0
28,28,-,0.0
68,63,*,4284.0
17,57,*,969.0
89,39,/,2.282051282051282
59,42,+,101.0
17,15,-,2.0
57,66,/,0.8636363636363636
92,38,*,3496.0
58,22,/,2.6363636363636362
24,37,/,0.6486486486486487
81,8,+,89.0
15,84,*,1260.0
38,10,-,28.0
4,52,-,-48.0
45,34,/,1.3235294117647058
67,88,/,0.7613636363636364
62,85,/,0.7294117647058823
12,87,-,-75.0
95,45,+,140.0
53,57,+,110.0
33,88,-,-55.0
21,14,/,1.5
53,97,-,-44.0
79,65,-,14.0
67,98,/,0.6836734693877551
55,16,-,39.0
35,83,/,0.42168674698795183
68,26,/,2.6153846153846154
20,42,*,840.0
100,53,-,47.0
24,76,+,100.0
46,65,-,-19.0
58,69,-,-11.0
85,75,/,1.1333333333333333
36,2,*,72.0
74,97,+,171.0
16,57,+,73.0
3,48,+,51.0
63,23,/,2.739130434782609
29,22,-,7.0
87,45,*,3915.0
31,46,/,0.6739130434782609
13,97,-,-84.0
57,68,*,3876.0
25,26,/,0.9615384615384616
3,5,+,8.0
86,36,+,122.0
65,17,+,82.0
18,56,+,74.0
73,97,/,0.7525773195876289
96,43,-,53.0
82,4,*,328.0
40,54,*,2160.0
33,1,*,33.0
17,10,+,27.0
36,86,*,3096.0
92,81,*,7452.0
19,19,*,361.0
82,37,-,45.0
64,66,/,0.9696969696969697
43,76,/,0.5657894736842105
36,43,+,79.0
80,73,*,5840.0
80,95,/,0.8421052631578947
14,56,+,70.0
82,82,/,1.0
85,38,*,3230.0
67,17,-,50.0
87,21,*,1827.0
30,36,*,1080.0
14,97,+,111.0
63,55,-,8.0
60,11,+,71.0
72,75,*,5400.0
13,15,/,0.8666666666666667
97,11,-,86.0
96,82,*,7872.0
46,30,+,76.0
70,58,*,4060.0
45,66,+,111.0
68,59,+,127.0
53,63,*,3339.0
85,37,+,122.0
33,81,+,114.0
10,73,-,-63.0
70,46,*,3220.0
54,69,+,123.0
90,23,-,67.0
6,23,*,138.0
74,71,+,145.0
24,70,+,94.0
70,96,+,166.0
79,72,-,7.0
50,100,*,5000.0
1,94,*,94.0
76,97,*,7372.0
51,43,/,1.186046511627907
62,10,*,620.0
35,77,-,-42.0
67,39,*,2613.0
67,42,*,2814.0
57,31,+,88.0
36,10,+,46.0
77,18,-,59.0
99,15,-,84.0
8,84,*,672.0
30,93,-,-63.0
62,16,/,3.875
79,10,/,7.9
1,62,*,62.0
23,36,/,0.6388888888888888
2,38,*,76.0
96,43,/,2.2325581395348837
90,38,-,52.0
30,49,*,1470.0
28,76,+,104.0
65,53,+,118.0
65,55,+,120.0
23,17,+,40.0
75,95,+,170.0
12,15,-,-3.0
98,1,-,97.0
8,91,+,99.0
16,80,-,-64.0
4,100,/,0.04
85,17,*,1445.0
65,70,-,-5.0
34,1,-,33.0
91,17,+,108.0
28,54,+,82.0
91,98,/,0.9285714285714286
27,4,*,108.0
78,54,+,132.0
58,24,*,1392.0
35,20,+,55.0
56,91,*,5096.0
67,17,/,3.9411764705882355
69,4,/,17.25
17,43,*,731.0
44,37,-,7.0
22,99,*,2178.0
16,29,*,464.0
25,72,/,0.3472222222222222
95,70,/,1.3571428571428572
24,61,-,-37.0
2,46,-,-44.0
88,9,/,9.777777777777779
8,93,*,744.0
59,9,*,531.0
41,80,-,-39.0
100,84,+,184.0
53,56,+,109.0
29,9,*,261.0
14,62,*,868.0
16,1,+,17.0
98,57,-,41.0
74,66,-,8.0
36,50,*,1800.0
52,82,*,4264.0
70,100,*,7000.0
70,76,*,5320.0
73,77,/,0.948051948051948
16,81,+,97.0
53,47,/,1.127659574468085
1,39,/,0.02564102564102564
96,77,+,173.0
86,84,+,170.0
95,96,/,0.9895833333333334
29,19,/,1.5263157894736843
56,26,+,82.0
22,57,*,1254.0
26,16,-,10.0
96,80,-,16.0
66,92,*,6072.0
69,62,/,1.1129032258064515
86,56,/,1.5357142857142858
98,67,/,1.462686567164179
30,42,/,0.7142857142857143
76,15,+,91.0
59,70,+,129.0
60,94,/,0.6382978723404256
3,81,/,0.037037037037037035
83,22,/,3.772727272727273
86,27,-,59.0
52,64,-,-12.0
8,86,*,688.0
97,95,/,1.0210526315789474
51,37,+,88.0
53,26,+,79.0
91,12,/,7.583333333333333
33,81,/,0.4074074074074074
20,15,*,300.0
49,92,+,141.0
17,36,+,53.0
94,82,+,176.0
80,60,+,140.0
88,3,*,264.0
23,11,-,12.0
12,34,-,-22.0
74,97,-,-23.0
75,76,/,0.9868421052631579
33,13,*,429.0
38,17,-,21.0
44,57,+,101.0
65,96,+,161.0
69,65,/,1.0615384615384615
99,26,*,2574.0
86,80,/,1.075
27,85,+,112.0
88,67,*,5896.0
35,14,*,490.0
1,47,+,48.0
41,73,*,2993.0
15,17,+,32.0
43,72,-,-29.0
33,21,*,693.0
86,76,+,162.0
93,23,/,4.043478260869565
52,77,/,0.6753246753246753
27,58,/,0.46551724137931033
79,18,/,4.388888888888889
3,35,/,0.08571428571428572
21,29,*,609.0
4,100,+,104.0
26,38,+,64.0
10,64,-,-54.0
32,63,+,95.0
26,9,-,17.0
80,77,-,3.0
28,56,-,-28.0
40,72,*,2880.0
100,87,/,1.1494252873563218
56,58,/,0.9655172413793104
2,99,*,198.0
26,28,*,728.0
99,99,-,0.0
31,1,+,32.0
36,92,/,0.391304347826087
88,32,/,2.75
38,37,-,1.0
93,63,*,5859.0
19,54,-,-35.0
43,97,+,140.0
51,2,/,25.5
44,10,+,54.0
20,70,/,0.2857142857142857
64,99,-,-35.0
55,63,+,118.0
32,74,-,-42.0
15,3,*,45.0
44,58,+,102.0
7,17,*,119.0
81,41,-,40.0
50,27,/,1.8518518518518519
2,51,/,0.0392156862745098
30,17,/,1.7647058823529411
40,90,*,3600.0
100,28,/,3.5714285714285716
35,57,-,-22.0
78,76,*,5928.0
67,70,*,4690.0
64,39,/,1.641025641025641
65,67,*,4355.0
67,52,+,119.0
87,59,/,1.4745762711864407
95,20,+,115.0
78,13,*,1014.0
93,52,*,4836.0
58,52,/,1.1153846153846154
92,77,+,169.0
21,55,-,-34.0
39,69,*,2691.0
86,19,/,4.526315789473684
25,71,/,0.352112676056338
52,29,*,1508.0
63,37,/,1.7027027027027026
25,8,-,17.0
100,91,-,9.0
100,80,-,20.0
62,60,/,1.0333333333333334
2,84,+,86.0
95,91,-,4.0
6,62,/,0.0967741935483871
34,100,-,-66.0
99,5,/,19.8
77,42,/,1.8333333333333333
48,83,-,-35.0
53,50,/,1.06
17,86,-,-69.0
78,42,+,120.0
21,4,+,25.0
9,70,*,630.0
31,61,-,-30.0
42,84,/,0.5
44,31,+,75.0
72,7,/,10.285714285714286
56,50,+,106.0
86,83,-,3.0
60,52,/,1.1538461538461537
53,70,/,0.7571428571428571
96,20,/,4.8
10,38,*,380.0
49,78,/,0.6282051282051282
13,49,+,62.0
68,40,*,2720.0
79,88,-,-9.0
47,97,/,0.4845360824742268
30,80,/,0.375
97,66,*,6402.0
70,2,+,72.0
26,15,-,11.0
2,58,*,116.0
30,88,+,118.0
80,73,+,153.0
89,24,*,2136.0
94,40,/,2.35
91,42,*,3822.0
13,31,-,-18.0
63,50,*,3150.0
9,91,/,0.0989010989010989
72,36,*,2592.0
16,29,/,0.5517241379310345
100,35,/,2.857142857142857
44,92,-,-48.0
59,56,+,115.0
95,80,-,15.0
46,23,+,69.0
99,92,*,9108.0
5,59,-,-54.0
68,34,/,2.0
92,89,+,181.0
85,37,/,2.2972972972972974
24,77,*,1848.0
33,93,/,0.3548387096774194
35,24,*,840.0
59,84,+,143.0
15,97,+,112.0
27,5,+,32.0
80,35,+,115.0
97,85,*,8245.0
54,81,*,4374.0
70,17,/,4.117647058823529
69,55,-,14.0
39,12,/,3.25
77,8,/,9.625
6,11,+,17.0
62,9,-,53.0
66,17,-,49.0
40,77,+,117.0
87,56,*,4872.0
80,34,/,2.3529411764705883
41,98,-,-57.0
15,86,*,1290.0
27,49,/,0.5510204081632653
6,11,+,17.0
54,3,*,162.0
34,13,+,47.0
56,100,+,156.0
42,26,*,1092.0
39,27,-,12.0
30,13,/,2.3076923076923075
89,28,*,2492.0
87,46,+,133.0
35,28,/,1.25
51,12,*,612.0
37,53,+,90.0
24,49,-,-25.0
39,13,-,26.0
18,20,-,-2.0
66,91,*,6006.0
87,31,-,56.0
6,72,+,78.0
49,58,-,-9.0
85,86,-,-1.0
93,5,*,465.0
92,34,/,2.7058823529411766
51,91,*,4641.0
97,95,-,2.0
10,28,-,-18.0
82,97,/,0.845360824742268
17,34,/,0.5
54,58,/,0.9310344827586207
71,53,*,3763.0
68,53,*,3604.0
8,29,*,232.0
32,57,+,89.0
11,5,*,55.0
38,6,*,228.0
34,65,-,-31.0
44,91,/,0.4835164835164835
10,26,+,36.0
91,71,+,162.0
47,42,/,1.119047619047619
28,35,+,63.0
9,24,/,0.375
33,15,*,495.0
42,48,*,2016.0
14,73,/,0.1917808219178082
57,89,*,5073.0
31,2,/,15.5
89,7,+,96.0
51,37,/,1.3783783783783783
93,54,/,1.7222222222222223
45,72,-,-27.0
21,7,-,14.0
3,77,-,-74.0
53,22,+,75.0
51,43,*,2193.0
41,40,-,1.0
32,79,+,111.0
98,10,/,9.8
57,56,-,1.0
100,45,/,2.2222222222222223
29,32,/,0.90625
72,73,*,5256.0
87,79,+,166.0
78,61,+,139.0
28,95,+,123.0
24,28,*,672.0
18,32,-,-14.0
43,97,/,0.44329896907216493
81,99,-,-18.0
92,49,+,141.0
34,3,*,102.0
34,39,+,73.0
91,4,*,364.0
10,95,/,0.10526315789473684
85,95,+,180.0
86,68,/,1.2647058823529411
33,53,-,-20.0
43,32,*,1376.0
87,37,+,124.0
75,72,/,1.0416666666666667
93,14,/,6.642857142857143
6,55,/,0.10909090909090909
18,92,+,110.0
26,98,*,2548.0
73,34,-,39.0
23,70,+,93.0
22,82,*,1804.0
76,90,*,6840.0
79,42,-,37.0
92,81,+,173.0
20,26,-,-6.0
27,44,/,0.6136363636363636
80,4,/,20.0
43,100,*,4300.0
64,5,-,59.0
98,58,*,5684.0
93,55,*,5115.0
97,70,-,27.0
8,64,/,0.125
72,82,+,154.0
65,31,/,2.096774193548387
37,38,/,0.9736842105263158
27,64,+,91.0
60,58,-,2.0
98,77,+,175.0
62,2,*,124.0
75,38,-,37.0
12,65,*,780.0
6,52,-,-46.0
88,52,*,4576.0
29,40,-,-11.0
28,95,-,-67.0
63,58,+,121.0
61,91,+,152.0
99,3,+,102.0
49,36,+,85.0
39,78,-,-39.0
65,32,/,2.03125
67,88,/,0.7613636363636364
60,21,-,39.0
16,56,-,-40.0
79,56,*,4424.0
48,43,/,1.1162790697674418
26,95,+,121.0
48,34,*,1632.0
9,85,/,0.10588235294117647
9,19,/,0.47368421052631576
1,79,*,79.0
50,79,/,0.6329113924050633
97,54,/,1.7962962962962963
57,60,*,3420.0
62,92,*,5704.0
27,47,-,-20.0
11,36,/,0.3055555555555556
29,46,*,1334.0
67,83,+,150.0
13,80,/,0.1625
88,62,-,26.0
29,8,+,37.0
11,20,-,-9.0
54,74,*,3996.0
69,90,+,159.0
8,98,*,784.0
84,12,/,7.0
58,74,+,132.0
35,52,*,1820.0
35,82,+,117.0
53,1,+,54.0
65,55,/,1.1818181818181819
26,28,*,728.0
45,98,*,4410.0
34,37,/,0.918918918918919
28,84,*,2352.0
8,72,*,576.0
96,96,*,9216.0
100,43,-,57.0
36,56,/,0.6428571428571429
90,7,/,12.857142857142858
34,45,/,0.7555555555555555
100,21,+,121.0
90,11,*,990.0
21,82,+,103.0
56,97,*,5432.0
84,35,*,2940.0
60,87,*,5220.0
11,9,+,20.0
23,77,-,-54.0
8,50,/,0.16
91,87,+,178.0
10,66,*,660.0
78,4,+,82.0
6,11,*,66.0
17,71,*,1207.0
1,97,-,-96.0
56,11,/,5.090909090909091
98,84,+,182.0
16,39,/,0.41025641025641024
70,16,*,1120.0
84,54,-,30.0
19,57,/,0.3333333333333333
100,92,-,8.0
57,9,-,48.0
72,99,*,7128.0
51,28,*,1428.0
22,93,/,0.23655913978494625
61,90,*,5490.0
9,67,-,-58.0
83,43,-,40.0
83,38,+,121.0
5,1,-,4.0
15,4,/,3.75
49,96,+,145.0
47,59,-,-12.0
15,55,-,-40.0
98,91,+,189.0
6,62,*,372.0
28,73,*,2044.0
73,23,+,96.0
2,97,+,99.0
29,14,+,43.0
59,45,/,1.3111111111111111
15,16,*,240.0
83,39,/,2.128205128205128
7,1,/,7.0
43,6,+,49.0
39,74,-,-35.0
98,41,-,57.0
49,3,-,46.0
51,37,+,88.0
25,18,+,43.0
91,34,+,125.0
31,1,*,31.0
91,87,/,1.0459770114942528
33,10,/,3.3
81,98,-,-17.0
29,15,+,44.0
86,92,/,0.9347826086956522
65,62,+,127.0
86,88,*,7568.0
26,63,*,1638.0
4,80,/,0.05
79,61,/,1.2950819672131149
30,34,/,0.8823529411764706
28,29,-,-1.0
52,60,/,0.8666666666666667
99,89,*,8811.0
27,71,-,-44.0
84,21,*,1764.0
70,32,+,102.0
43,15,+,58.0
86,39,-,47.0
54,93,+,147.0
70,30,+,100.0
65,82,/,0.7926829268292683
37,68,*,2516.0
88,11,-,77.0
69,72,+,141.0
8,56,+,64.0
57,89,+,146.0
99,42,+,141.0
94,98,/,0.9591836734693877
41,60,+,101.0
57,2,+,59.0
72,25,*,1800.0
8,95,*,760.0
23,98,+,121.0
31,90,+,121.0
78,50,/,1.56
98,3,/,32.666666666666664
58,72,/,0.8055555555555556
54,22,-,32.0
5,32,+,37.0
72,7,-,65.0
94,41,*,3854.0
66,25,/,2.64
1,35,/,0.02857142857142857
50,89,+,139.0
61,34,-,27.0
15,97,*,1455.0
51,69,+,120.0
78,26,/,3.0
37,72,/,0.5138888888888888
39,35,+,74.0
41,63,-,-22.0
39,34,-,5.0
27,92,-,-65.0
21,49,/,0.42857142857142855
75,33,-,42.0
50,81,-,-31.0
51,24,+,75.0
94,100,*,9400.0
92,75,-,17.0
90,76,+,166.0
54,19,/,2.8421052631578947
98,84,-,14.0
7,95,/,0.07368421052631578
5,64,-,-59.0
94,19,+,113.0
14,41,-,-27.0
70,95,-,-25.0
47,33,+,80.0
100,78,-,22.0
69,4,*,276.0
24,90,+,114.0
79,62,/,1.2741935483870968
3,50,*,150.0
85,42,*,3570.0
61,90,*,5490.0
78,10,*,780.0
17,13,+,30.0
60,50,-,10.0
81,59,-,22.0
65,65,+,130.0
41,17,*,697.0
93,69,/,1.3478260869565217
25,100,*,2500.0
37,98,-,-61.0
68,98,-,-30.0
66,21,*,1386.0
27,14,+,41.0
76,21,*,1596.0
41,61,-,-20.0
41,97,-,-56.0
79,17,/,4.647058823529412
77,78,*,6006.0
17,34,+,51.0
94,29,/,3.2413793103448274
65,87,-,-22.0
4,99,*,396.0
57,41,-,16.0
96,92,+,188.0
23,18,*,414.0
7,93,-,-86.0
29,80,*,2320.0
24,16,/,1.5
40,19,-,21.0
74,76,-,-2.0
94,20,/,4.7
58,5,+,63.0
4,66,*,264.0
51,22,/,2.3181818181818183
61,80,-,-19.0
53,30,+,83.0
41,95,+,136.0
78,55,*,4290.0
30,91,+,121.0
36,65,+,101.0
100,28,*,2800.0
87,9,*,783.0
17,40,/,0.425
90,67,*,6030.0
73,36,*,2628.0
11,15,-,-4.0
89,26,+,115.0
40,48,*,1920.0
25,38,*,950.0
70,13,/,5.384615384615385
12,36,+,48.0
71,81,*,5751.0
92,20,*,1840.0
68,56,/,1.2142857142857142
35,59,+,94.0
62,6,*,372.0
86,93,+,179.0
81,5,+,86.0
58,7,*,406.0
20,93,-,-73.0
48,39,-,9.0
87,37,*,3219.0
60,92,+,152.0
75,53,/,1.4150943396226414
28,29,+,57.0
3,82,/,0.036585365853658534
47,69,*,3243.0
56,55,*,3080.0
56,38,-,18.0
38,42,/,0.9047619047619048
35,5,/,7.0
43,45,*,1935.0
34,32,/,1.0625
96,17,/,5.647058823529412
9,94,-,-85.0
24,3,+,27.0
1,80,*,80.0
17,55,+,72.0
35,10,-,25.0
41,48,*,1968.0
11,79,/,0.13924050632911392
50,90,*,4500.0
1,66,/,0.015151515151515152
73,48,*,3504.0
48,54,-,-6.0
58,17,+,75.0
6,28,+,34.0
27,60,-,-33.0
70,38,+,108.0
29,71,*,2059.0
91,78,+,169.0
92,58,*,5336.0
44,59,*,2596.0
74,39,*,2886.0
96,86,-,10.0
53,57,+,110.0
43,49,-,-6.0
76,67,+,143.0
84,38,+,122.0
20,70,-,-50.0
84,19,-,65.0
17,39,-,-22.0
46,97,+,143.0
19,67,+,86.0
84,87,-,-3.0
8,1,*,8.0
84,59,*,4956.0
58,8,*,464.0
86,100,*,8600.0
94,78,/,1.205128205128205
31,79,-,-48.0
25,52,+,77.0
85,20,-,65.0
40,97,+,137.0
82,54,-,28.0
92,48,+,140.0
57,91,-,-34.0
21,28,/,0.75
42,56,*,2352.0
71,10,/,7.1
76,43,+,119.0
57,98,/,0.5816326530612245
42,95,-,-53.0
63,84,/,0.75
60,29,*,1740.0
44,92,/,0.4782608695652174
79,46,/,1.7173913043478262
78,59,*,4602.0
50,46,*,2300.0
70,16,*,1120.0
76,39,+,115.0
56,92,*,5152.0
10,99,+,109.0
26,80,-,-54.0
18,74,*,1332.0
70,64,*,4480.0
81,89,/,0.9101123595505618
25,78,-,-53.0
23,98,-,-75.0
76,36,/,2.111111111111111
70,17,*,1190.0
24,64,/,0.375
4,23,/,0.17391304347826086
73,57,+,130.0
67,86,-,-19.0
64,31,/,2.064516129032258
41,70,-,-29.0
15,93,+,108.0
98,29,/,3.3793103448275863
27,34,+,61.0
89,65,/,1.3692307692307693
84,68,-,16.0
36,82,/,0.43902439024390244
40,14,/,2.857142857142857
34,78,*,2652.0
1,58,-,-57.0
3,63,/,0.047619047619047616
27,29,/,0.9310344827586207
23,16,*,368.0
65,76,+,141.0
4,41,*,164.0
39,75,-,-36.0
62,5,-,57.0
83,65,/,1.2769230769230768
69,6,+,75.0
47,41,*,1927.0
36,20,-,16.0
24,35,+,59.0
17,96,/,0.17708333333333334
42,19,-,23.0
82,88,*,7216.0
52,95,-,-43.0
19,57,-,-38.0
76,62,/,1.2258064516129032
71,74,-,-3.0
35,19,-,16.0
38,62,-,-24.0
8,38,+,46.0
53,74,/,0.7162162162162162
20,31,*,620.0
39,9,*,351.0
63,42,-,21.0
72,55,+,127.0
70,62,/,1.1290322580645162
17,50,/,0.34
72,100,+,172.0
71,23,+,94.0
97,7,+,104.0
23,63,-,-40.0
56,20,/,2.8
61,48,+,109.0
23,39,/,0.5897435897435898
1,84,+,85.0
